,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
1131,UAE,1986,32.5,0.0,8860,8110,0,0,8.82,7.42,44.7
1132,Argentina,1986,3.39,0.0339,1600,1330,0.0586,0.0159,0.422,0.702,0.745
1133,Australia,1986,15.1,2.04,8140,7310,0.0776,0,0.79,1.86,1.72
1134,Austria,1986,7.05,0.511,5860,5320,0.353,0,0.0,1.36,0.0
1135,Belgium,1986,10.3,0.922,5910,5620,0.00299,0.344,0.0,2.24,0.0
1136,Bangladesh,1986,0.122,0.00079,51.5,36,0.00041,0,0.0268,0.0192,0.0
1137,Bulgaria,1986,10.2,1.15,4660,4650,0.0223,0.116,0.0,1.22,0.0
1138,Brazil,1986,1.43,0.0735,1460,1340,0.113,90µ,0.0187,0.396,0.224
1139,Canada,1986,15.5,0.953,18k,15.4k,1.02,0.234,2.49,2.74,3.29
1140,Switzerland,1986,6.53,0.0669,8870,6990,0.436,0.299,0.0,2.04,0.0
1141,Chile,1986,1.77,0.0895,1190,1020,0.0826,0,0.0,0.395,0.0
1142,China,1986,1.88,0.389,411,391,0.00757,0,0.0109,0.0871,0.119
1143,Colombia,1986,1.6,0.0986,1040,826,0.0596,0,0.102,0.264,0.525
1144,Cyprus,1986,5.07,0.08,2000,1790,0,0,0.0,1.59,0.0
1145,Czech Republic,1986,18.0,3.69,5870,5260,0.0157,0.0513,0.0,0.986,0.0
1146,Germany,1986,13.5,1.81,6730,6530,0.0205,0.144,0.155,1.71,0.0
1147,Denmark,1986,11.5,1.44,6020,5620,0.00049,0,0.334,2.05,0.705
1148,Algeria,1986,3.3,0.0383,562,490,0.00094,0,1.42,0.35,2.1
1149,Ecuador,1986,1.64,0.0,539,409,0.037,0,0.0,0.45,1.71
1150,Egypt,1986,1.47,0.0148,641,581,0.0154,0,0.0929,0.413,0.813
1151,Spain,1986,4.87,0.479,3310,3000,0.059,0.0835,0.0,1.1,0.0
1152,Finland,1986,10.8,0.925,9930,10.6k,0.216,0.333,0.0,2.28,0.0
1153,France,1986,6.98,0.363,6520,5520,0.0967,0.393,0.0,1.55,0.0
1154,UK,1986,10.1,1.2,5330,4950,0.00724,0.0897,0.664,1.37,2.25
1155,Greece,1986,5.82,0.576,2820,2720,0.0279,0,0.0,1.21,0.0
1156,"Hong Kong, China",1986,4.75,0.732,3990,3200,0,0,0.0,0.934,0.0
1157,Hungary,1986,7.92,0.714,2670,3270,0.00126,0.0608,0.0,0.906,0.0
1158,Indonesia,1986,0.726,0.00859,109,91.6,0.00252,0,0.174,0.141,0.418
1159,India,1986,0.568,0.0988,253,209,0.00577,0.00054,0.00648,0.0568,0.0394
1160,Ireland,1986,8.13,0.779,3600,3270,0.0223,0,0.0,1.38,0.0
1161,Iran,1986,3.0,0.0193,856,764,0.0134,0,0.162,0.818,2.08
1162,Iraq,1986,2.97,0.0,1400,1310,0.00326,0,0.0796,0.74,5.86
1163,Iceland,1986,7.29,0.324,16.6k,15.4k,1.37,0,0.0,2.17,0.0
1164,Israel,1986,6.43,0.5,3910,3410,0.00012,0,0.0,1.65,0.0
1165,Italy,1986,6.38,0.26,3380,3490,0.0622,0.0133,0.227,1.52,0.0449
1166,Japan,1986,7.45,0.557,5520,5330,0.0576,0.12,0.0,1.73,0.0
1167,South Korea,1986,4.43,0.565,1690,1480,0.00842,0.0593,0.0,0.687,0.0
1168,Kuwait,1986,19.2,0.0,9240,7960,0,0,2.55,4.23,32.4
1169,Sri Lanka,1986,0.223,0.00048,162,137,0.0138,0,0.0,0.0696,0.0
1170,Luxembourg,1986,24.8,3.38,2770,12.2k,0.0233,0,0.0,3.05,0.0
1171,Morocco,1986,0.821,0.0391,338,309,0.00242,0,0.0,0.199,0.0
1172,Mexico,1986,3.79,0.0433,1280,1120,0.0221,0,0.273,0.793,1.76
1173,Malaysia,1986,2.5,0.0148,1010,912,0.0216,0,0.807,0.567,1.49
1174,Netherlands,1986,9.87,0.448,4600,4570,20µ,0.0249,3.86,2.25,0.0
1175,Norway,1986,8.41,0.239,23.3k,22.2k,1.99,0,5.34,2.33,10.3
1176,New Zealand,1986,6.98,0.38,8920,7880,0.569,0,0.0,0.988,0.0
1177,Oman,1986,6.3,0.0,2320,1940,0,0,1.07,0.62,17.8
1178,Pakistan,1986,0.516,0.0158,340,203,0.012,0.00037,0.0713,0.0849,0.0
1179,Peru,1986,1.08,0.00805,640,564,0.0435,0,0.0239,0.308,0.46
1180,Philippines,1986,0.521,0.0158,376,310,0.00932,0,0.0,0.14,0.0
1181,Poland,1986,12.1,2.74,3760,3380,0.00356,0,0.1,0.452,0.0
1182,Portugal,1986,3.05,0.146,2050,1970,0.0735,0,0.0,0.974,0.0
1183,Qatar,1986,33.4,0.0,10.9k,10.7k,0,0,13.0,5.41,43.4
1184,Romania,1986,8.71,0.652,3260,3320,0.0407,0,1.22,0.697,0.46
1185,Saudi Arabia,1986,14.8,0.0,4040,3480,0,0,1.49,3.33,18.3
1186,Singapore,1986,12.6,0.00254,3830,3690,0,0,0.0,5.1,0.0
1187,Slovak Republic,1986,11.5,1.51,4650,4940,0.0278,0.195,0.0,1.15,0.0
1188,Sweden,1986,7.4,0.37,16.5k,14.9k,0.625,0.718,0.0,2.97,0.0
1189,Thailand,1986,0.93,0.0294,466,447,0.00895,0,0.0608,0.217,0.0373
1190,Trinidad and Tobago,1986,14.7,0.0,2780,2710,0,0,3.13,1.32,7.01
1191,Turkey,1986,2.31,0.262,792,697,0.0203,0,0.0,0.383,0.0
1192,USA,1986,18.5,1.7,11k,10.4k,0.104,0.155,1.55,3.05,1.99
1193,Venezuela,1986,6.15,0.0112,2820,2320,0.122,0,1.02,1.2,5.57
1194,Vietnam,1986,0.33,0.0496,88.7,72.2,0.00196,0,0.00049,0.0348,0.0
1195,South Africa,1986,9.88,1.89,4430,4040,0.00414,0.0224,0.0,0.407,0.0
1196,UAE,1987,31.0,0.0,8910,8060,0,0,9.23,7.64,44.5
1197,Argentina,1987,3.68,0.0371,1670,1410,0.0601,0.0178,0.406,0.738,0.724
1198,Australia,1987,15.8,2.09,8390,7530,0.0716,0,0.794,1.87,1.8
1199,Austria,1987,7.52,0.506,6610,5540,0.408,0,0.0,1.4,0.0
1200,Belgium,1987,10.3,0.917,6370,5880,0.00374,0.365,0.0,2.26,0.0
1201,Bangladesh,1987,0.123,0.00122,58.4,37.5,0.00046,0,0.0307,0.0184,0.0
1202,Bulgaria,1987,10.2,1.16,4850,4840,0.0244,0.12,0.0,1.17,0.0
1203,Brazil,1987,1.46,0.0754,1440,1350,0.113,0.00059,0.0204,0.399,0.219
1204,Canada,1987,16.3,1.01,18.8k,15.8k,1.02,0.25,2.66,2.81,3.42
1205,Switzerland,1987,6.18,0.0619,9170,7160,0.457,0.303,0.0,1.9,0.0
1206,Chile,1987,1.77,0.0908,1240,1050,0.0881,0,0.0,0.406,0.0
1207,China,1987,1.96,0.414,446,427,0.00788,0,0.0108,0.0907,0.12
1208,Colombia,1987,1.61,0.122,1080,800,0.0636,0,0.105,0.273,0.653
1209,Cyprus,1987,5.79,0.167,2070,1870,0,0,0.0,1.85,0.0
1210,Czech Republic,1987,17.8,3.64,6020,5450,0.0206,0.0893,0.0,0.994,0.0
1211,Germany,1987,13.2,1.8,6820,6670,0.0224,0.156,0.173,1.66,0.0
1212,Denmark,1987,11.4,1.41,5760,5790,0.00049,0,0.425,1.88,0.886
1213,Algeria,1987,3.53,0.0445,535,459,0.00183,0,1.56,0.343,2.11
1214,Ecuador,1987,1.58,0.0,565,442,0.0411,0,0.0,0.443,0.986
1215,Egypt,1987,1.44,0.0152,686,610,0.014,0,0.1,0.418,0.89
1216,Spain,1987,4.87,0.464,3410,3090,0.0609,0.0918,0.0,1.15,0.0
1217,Finland,1987,11.6,1.03,10.7k,11.4k,0.24,0.342,0.0,2.26,0.0
1218,France,1987,6.8,0.329,6770,5670,0.108,0.409,0.0,1.55,0.0
1219,UK,1987,10.1,1.23,5330,5080,0.00627,0.0837,0.694,1.33,2.18
1220,Greece,1987,6.23,0.655,3010,2860,0.0239,0,0.0,1.31,0.0
1221,"Hong Kong, China",1987,5.14,0.901,4350,3850,0,0,0.0,0.898,0.0
1222,Hungary,1987,8.04,0.717,2840,3420,0.00139,0.0903,0.0,0.955,0.0
1223,Indonesia,1987,0.722,0.0132,121,104,0.00219,0,0.183,0.144,0.407
1224,India,1987,0.593,0.106,273,221,0.00498,0.00053,0.0073,0.0573,0.0374
1225,Ireland,1987,8.6,1.0,3720,3410,0.0165,0,0.0,1.21,0.0
1226,Iran,1987,3.1,0.0183,880,818,0.0144,0,0.191,0.82,2.28
1227,Iraq,1987,3.21,0.0,1380,1290,0.0138,0,0.188,0.75,7.21
1228,Iceland,1987,7.47,0.256,16.8k,15.3k,1.38,0,0.0,2.32,0.0
1229,Israel,1987,6.5,0.524,4240,3760,0.0002,0,0.0,1.81,0.0
1230,Italy,1987,6.67,0.258,3530,3660,0.0598,0.00026,0.232,1.58,0.069
1231,Japan,1987,7.34,0.565,5840,5640,0.0531,0.133,0.0,1.73,0.0
1232,South Korea,1987,4.63,0.567,1930,1670,0.0111,0.0813,0.0,0.714,0.0
1233,Kuwait,1987,16.2,0.0,9330,8170,0,0,2.01,3.95,26.9
1234,Sri Lanka,1987,0.242,0.00044,163,137,0.0112,0,0.0,0.0781,0.0
1235,Luxembourg,1987,23.8,2.42,2790,12.3k,0.0257,0,0.0,3.45,0.0
1236,Morocco,1987,0.857,0.0445,341,313,0.00304,0,0.0,0.194,0.0
1237,Mexico,1987,3.87,0.041,1340,1170,0.0199,0,0.272,0.816,1.81
1238,Malaysia,1987,2.48,0.0198,1050,952,0.0253,0,0.847,0.565,1.43
1239,Netherlands,1987,10.3,0.47,4660,4720,10µ,0.0209,3.84,2.25,0.0
1240,Norway,1987,8.0,0.23,24.9k,22.8k,2.12,0,5.74,2.29,12.0
1241,New Zealand,1987,7.31,0.316,8990,7900,0.573,0,0.0,1.18,0.0
1242,Oman,1987,5.81,0.0,2400,1950,0,0,1.15,0.694,17.9
1243,Pakistan,1987,0.54,0.0173,370,215,0.0129,0.00042,0.074,0.09,0.0
1244,Peru,1987,1.24,0.00889,677,588,0.046,0,0.0233,0.324,0.415
1245,Philippines,1987,0.568,0.0163,395,319,0.00791,0,0.0,0.159,0.0
1246,Poland,1987,12.4,2.83,3880,3520,0.0038,0,0.1,0.455,0.0
1247,Portugal,1987,3.15,0.19,2030,2060,0.0791,0,0.0,0.945,0.0
1248,Qatar,1987,27.2,0.0,10.4k,10.4k,0,0,11.8,5.43,36.2
1249,Romania,1987,9.09,0.695,3180,3280,0.042,0,1.15,0.763,0.431
1250,Saudi Arabia,1987,13.2,0.0,4500,3750,0,0,1.52,3.38,14.8
1251,Singapore,1987,11.5,0.00417,4190,4090,0,0,0.0,5.25,0.0
1252,Slovak Republic,1987,11.3,1.58,4530,5090,0.032,0.191,0.0,1.12,0.0
1253,Sweden,1987,7.09,0.364,17.4k,15.7k,0.734,0.689,0.0,2.54,0.0
1254,Thailand,1987,1.04,0.0416,530,497,0.00645,0,0.0834,0.233,0.0336
1255,Trinidad and Tobago,1987,14.7,0.0,2910,2830,0,0,3.29,0.855,6.37
1256,Turkey,1987,2.52,0.271,868,769,0.0312,0,0.0,0.424,0.0
1257,USA,1987,19.1,1.76,11.3k,10.9k,0.0828,0.169,1.59,3.08,1.91
1258,Venezuela,1987,6.07,0.0143,2970,2440,0.145,0,0.973,1.11,5.5
1259,Vietnam,1987,0.365,0.0541,95,79,0.00189,0,0.00048,0.0397,0.0044
1260,South Africa,1987,9.59,1.88,4440,3960,0.00403,0.0154,0.0,0.42,0.0
1261,UAE,1988,29.6,0.0,9120,8200,0,0,8.94,8.62,44.3
1262,Argentina,1988,3.83,0.0374,1660,1450,0.0407,0.0157,0.474,0.727,0.749
1263,Australia,1988,15.9,2.16,8710,7800,0.0741,0,0.8,1.92,1.68
1264,Austria,1988,6.92,0.483,6400,5720,0.405,0,0.0,1.38,0.0
1265,Belgium,1988,10.0,0.925,6560,6060,0.00312,0.374,0.0,2.32,0.0
1266,Bangladesh,1988,0.137,0.00122,66.6,40.6,0.00058,0,0.0352,0.018,0.0
1267,Bulgaria,1988,9.73,1.08,5040,4940,0.025,0.155,0.0,1.25,0.0
1268,Brazil,1988,1.45,0.0756,1500,1400,0.118,0.00036,0.0202,0.399,0.21
1269,Canada,1988,17.0,1.07,18.9k,16.4k,0.981,0.265,3.03,2.91,3.55
1270,Switzerland,1988,6.21,0.0525,9240,7200,0.468,0.298,0.0,1.9,0.0
1271,Chile,1988,2.07,0.125,1320,1120,0.0848,0,0.0,0.44,0.0
1272,China,1988,2.07,0.436,479,462,0.00845,0,0.0109,0.0957,0.12
1273,Colombia,1988,1.64,0.095,1110,819,0.0657,0,0.0992,0.281,0.628
1274,Cyprus,1988,5.7,0.0991,2240,2010,0,0,0.0,1.95,0.0
1275,Czech Republic,1988,17.5,3.69,6230,5500,0.0175,0.0986,0.0,0.954,0.0
1276,Germany,1988,13.2,1.77,7020,6780,0.0221,0.172,0.161,1.65,0.0
1277,Denmark,1988,10.8,1.32,5480,5860,0.00055,0,0.419,1.87,0.916
1278,Algeria,1988,3.43,0.0407,571,486,0.00065,0,1.58,0.334,2.15
1279,Ecuador,1988,1.76,0.0,578,442,0.0424,0,0.0,0.515,1.69
1280,Egypt,1988,1.39,0.0162,725,625,0.0142,0,0.107,0.413,0.828
1281,Spain,1988,5.06,0.402,3550,3220,0.0782,0.112,0.0,1.17,0.0
1282,Finland,1988,10.5,1.03,10.8k,11.8k,0.232,0.34,0.0,2.22,0.0
1283,France,1988,6.68,0.319,6980,5750,0.117,0.422,0.0,1.53,0.0
1284,UK,1988,10.0,1.19,5440,5230,0.00745,0.0959,0.666,1.41,2.01
1285,Greece,1988,6.64,0.732,3310,3100,0.0203,0,0.0,1.35,0.0
1286,"Hong Kong, China",1988,5.27,1.03,4590,4070,0,0,0.0,1.01,0.0
1287,Hungary,1988,7.49,0.679,2800,3430,0.00139,0.111,0.0,0.886,0.0
1288,Indonesia,1988,0.759,0.0135,142,119,0.00255,0,0.196,0.149,0.385
1289,India,1988,0.627,0.111,288,241,0.00594,0.0006,0.00837,0.0615,0.0386
1290,Ireland,1988,8.52,1.02,3770,3430,0.0212,0,0.0,1.09,0.0
1291,Iran,1988,3.3,0.0182,885,817,0.0121,0,0.2,0.834,2.21
1292,Iraq,1988,4.04,0.0,1410,1310,0.0135,0,0.275,0.801,8.23
1293,Iceland,1988,7.37,0.255,17.7k,16.4k,1.45,0,0.0,2.39,0.0
1294,Israel,1988,7.01,0.493,4560,4030,0.0002,0,0.0,1.97,0.0
1295,Italy,1988,6.77,0.242,3570,3830,0.0616,0,0.236,1.61,0.0848
1296,Japan,1988,7.98,0.609,6100,5910,0.0639,0.127,0.0,1.86,0.0
1297,South Korea,1988,5.29,0.598,2210,1920,0.00728,0.0819,0.0,0.847,0.0
1298,Kuwait,1988,16.1,0.0,9630,8530,0,0,2.75,3.7,31.0
1299,Sri Lanka,1988,0.205,0.00022,166,141,0.0132,0,0.0,0.0744,0.0
1300,Luxembourg,1988,24.4,2.45,3560,13.4k,0.0253,0,0.0,3.51,0.0
1301,Morocco,1988,0.885,0.043,376,344,0.00338,0,0.0,0.204,0.0
1302,Mexico,1988,3.79,0.0381,1390,1200,0.0221,0,0.27,0.798,1.77
1303,Malaysia,1988,2.52,0.0153,1140,1030,0.0284,0,0.849,0.596,1.51
1304,Netherlands,1988,9.86,0.559,4710,4920,10µ,0.0215,3.37,2.38,0.0
1305,Norway,1988,8.54,0.235,26.2k,23k,2.23,0,5.75,2.13,13.5
1306,New Zealand,1988,7.64,0.34,9330,8130,0.598,0,0.0,1.13,0.0
1307,Oman,1988,6.27,0.0,2630,2050,0,0,1.12,0.604,18.4
1308,Pakistan,1988,0.569,0.0176,401,240,0.0136,0.00021,0.0761,0.094,0.0
1309,Peru,1988,1.18,0.00855,641,550,0.0431,0,0.0215,0.312,0.351
1310,Philippines,1988,0.638,0.0202,417,344,0.0092,0,0.0,0.167,0.0
1311,Poland,1988,11.8,2.74,3830,3570,0.00408,0,0.0992,0.464,0.0
1312,Portugal,1988,3.29,0.22,2270,2200,0.106,0,0.0,0.987,0.0
1313,Qatar,1988,26.8,0.0,10.4k,10.4k,0,0,11.8,3.38,39.8
1314,Romania,1988,9.08,0.749,3220,3390,0.055,0,1.12,0.712,0.421
1315,Saudi Arabia,1988,13.4,0.0,4650,3850,0,0,1.58,3.32,18.1
1316,Singapore,1988,12.5,0.00479,4530,4400,0,0,0.0,5.96,0.0
1317,Slovak Republic,1988,11.1,1.63,4390,5150,0.0289,0.189,0.0,1.09,0.0
1318,Sweden,1988,6.79,0.355,17.3k,15.9k,0.711,0.706,0.0,2.35,0.0
1319,Thailand,1988,1.21,0.0421,590,553,0.00587,0,0.0971,0.259,0.0379
1320,Trinidad and Tobago,1988,13.2,0.0,2890,2540,0,0,3.76,0.764,6.18
1321,Turkey,1988,2.4,0.258,923,806,0.0476,0,0.0,0.443,0.0
1322,USA,1988,19.8,1.82,11.8k,11.3k,0.0722,0.193,1.61,3.18,1.86
1323,Venezuela,1988,6.2,0.0102,3110,2600,0.157,0,0.971,1.12,5.63
1324,Vietnam,1988,0.354,0.0495,104,86.1,0.00239,0,0.00036,0.0406,0.0106
1325,South Africa,1988,9.77,1.98,4510,3990,0.00773,0.0256,0.0,0.452,0.0
1326,UAE,1989,31.4,0,9050,7930,0,0,9.9,8.52,49.3
1327,Argentina,1989,3.64,0.0399,1580,1320,0.0346,0.0135,0.494,0.649,0.754
1328,Australia,1989,16.6,2.23,9060,8130,0.0737,0,0.911,1.96,1.56
1329,Austria,1989,6.99,0.484,6530,5900,0.398,0,0.0,1.35,0.0
1330,Belgium,1989,10.7,0.97,6770,6210,0.00264,0.357,0.0,2.27,0.0
1331,Bangladesh,1989,0.133,0.00124,70.7,48.6,0.00077,0,0.0363,0.0191,0.0
1332,Bulgaria,1989,9.72,1.11,4980,4960,0.0261,0.141,0.0,1.22,0.0
1333,Brazil,1989,1.45,0.0736,1520,1430,0.12,0.00107,0.0203,0.394,0.22
1334,Canada,1989,17.0,1.05,18.3k,16.5k,0.917,0.251,3.18,2.98,3.41
1335,Switzerland,1989,5.98,0.0539,8280,7370,0.387,0.297,0.0,1.81,0.0
1336,Chile,1989,2.45,0.166,1360,1200,0.07,0,0.0,0.478,0.0
1337,China,1989,2.06,0.449,505,487,0.00902,0,0.0113,0.0983,0.119
1338,Colombia,1989,1.63,0.108,1140,866,0.0704,0,0.0983,0.283,0.658
1339,Cyprus,1989,5.9,0.0866,2440,2220,0,0,0.0,1.97,0.0
1340,Czech Republic,1989,16.7,3.54,6300,5580,0.0137,0.104,0.0,0.908,0.0
1341,Germany,1989,12.8,1.79,7120,6840,0.0199,0.177,0.167,1.55,0.0
1342,Denmark,1989,9.52,1.08,4470,5850,0.00039,0,0.537,1.8,1.06
1343,Algeria,1989,3.18,0.0335,610,527,0.00079,0,1.66,0.341,2.17
1344,Ecuador,1989,2.02,0,577,436,0.0425,0,0.0,0.523,1.53
1345,Egypt,1989,1.31,0.0162,741,646,0.0154,0,0.117,0.418,0.813
1346,Spain,1989,5.75,0.494,3760,3440,0.0429,0.124,0.0,1.23,0.0
1347,Finland,1989,10.5,1.01,10.7k,12k,0.226,0.33,0.0,2.21,0.0
1348,France,1989,6.97,0.346,7200,5880,0.0711,0.463,0.0,1.57,0.0
1349,UK,1989,10.2,1.14,5520,5300,0.00716,0.108,0.651,1.44,1.61
1350,Greece,1989,7.22,0.783,3390,3210,0.0162,0,0.0,1.47,0.0
1351,"Hong Kong, China",1989,5.34,1.08,4850,3940,0,0,0.0,1.06,0.0
1352,Hungary,1989,7.3,0.61,2850,3480,0.00131,0.115,0.0,0.859,0.0
1353,Indonesia,1989,0.739,0.0199,160,137,0.00317,0,0.202,0.155,0.402
1354,India,1989,0.674,0.119,319,258,0.00624,0.00046,0.00974,0.0652,0.0403
1355,Ireland,1989,8.57,1.02,3940,3600,0.0169,0,0.0,1.13,0.0
1356,Iran,1989,3.47,0.0129,938,879,0.0121,0,0.245,0.867,2.62
1357,Iraq,1989,4.25,0,1400,1300,0.0132,0,0.31,0.874,8.18
1358,Iceland,1989,7.51,0.27,17.7k,16.4k,1.45,0,0.0,2.53,0.0
1359,Israel,1989,7.25,0.522,4720,4230,60µ,0,0.0,1.98,0.0
1360,Italy,1989,7.1,0.252,3700,4010,0.0515,0,0.241,1.64,0.0807
1361,Japan,1989,8.24,0.607,6450,6240,0.0648,0.129,0.0,1.92,0.0
1362,South Korea,1989,5.56,0.576,2440,2100,0.00927,0.0957,0.0,0.964,0.0
1363,Kuwait,1989,17.1,0,10.1k,8870,0,0,3.19,3.62,32.7
1364,Sri Lanka,1989,0.202,30µ,167,138,0.0141,0,0.0,0.0699,0.0
1365,Luxembourg,1989,26.2,3,3650,13.5k,0.0194,0,0.0,3.83,0.0
1366,Morocco,1989,0.94,0.0466,371,338,0.00409,0,0.0,0.22,0.0
1367,Mexico,1989,4.38,0.0413,1460,1270,0.0253,0.00039,0.254,0.837,1.74
1368,Malaysia,1989,2.86,0.0683,1230,1110,0.0255,0,0.893,0.598,1.6
1369,Netherlands,1989,10.9,0.551,4920,5050,0.00021,0.0234,3.66,2.33,0.0
1370,Norway,1989,8.16,0.205,28.2k,22.9k,2.41,0,5.8,2.16,17.7
1371,New Zealand,1989,7.58,0.367,9330,8470,0.567,0,0.0,1.14,0.0
1372,Oman,1989,5.74,0,2700,2020,0,0,1.12,0.775,18.4
1373,Pakistan,1989,0.578,0.0187,410,248,0.0134,20µ,0.0787,0.0977,0.0
1374,Peru,1989,1.01,0.00929,635,547,0.0425,0,0.0178,0.27,0.317
1375,Philippines,1989,0.645,0.0155,424,362,0.00928,0,0.0,0.182,0.0
1376,Poland,1989,11.2,2.61,3840,3540,0.00365,0,0.0916,0.458,0.0
1377,Portugal,1989,4.13,0.246,2610,2400,0.0504,0,0.0,1.25,0.0
1378,Qatar,1989,31.0,0,10.1k,10.3k,0,0,12.0,3.59,42.6
1379,Romania,1989,9.11,0.746,3230,3410,0.0507,0,1.0,0.733,0.41
1380,Saudi Arabia,1989,13.0,0,4830,3940,0,0,1.55,3.07,17.3
1381,Singapore,1989,14.2,0.00422,4780,4640,0,0,0.0,6.66,0.0
1382,Slovak Republic,1989,10.5,1.57,4570,5270,0.0321,0.199,0.0,1.08,0.0
1383,Sweden,1989,6.53,0.333,16.8k,15.7k,0.725,0.663,0.0,2.25,0.0
1384,Thailand,1989,1.4,0.0505,670,631,0.00851,0,0.0955,0.3,0.0367
1385,Trinidad and Tobago,1989,13.3,0,2830,2430,0,0,3.74,0.681,6.05
1386,Turkey,1989,2.6,0.285,982,870,0.029,0,0.0,0.408,0.0
1387,USA,1989,19.8,1.83,12.6k,11.5k,0.0878,0.192,1.62,3.15,1.72
1388,Venezuela,1989,5.67,0.0272,3010,2480,0.155,0,0.973,1.07,5.51
1389,Vietnam,1989,0.261,0.0389,117,93.2,0.00502,0,0.00041,0.0368,0.0224
1390,South Africa,1989,9.49,1.81,4550,3970,0.0066,0.0265,0.0,0.458,0.0
1391,UAE,1990,28.3,0.0,9340,8180,0,0,9.22,8.42,50.9
1392,Argentina,1990,3.43,0.0323,1560,1300,0.0471,0.0192,0.457,0.604,0.78
1393,Australia,1990,16.4,2.25,9180,8530,0.0712,0,1.04,1.96,1.79
1394,Austria,1990,8.08,0.53,6530,6110,0.353,0,0.0,1.4,0.0
1395,Azerbaijan,1990,7.14,0.0123,3200,2570,0.00835,0,1.15,1.18,1.73
1396,Belgium,1990,12.1,1.06,7090,6380,0.0023,0.369,0.0,2.42,0.0
1397,Bangladesh,1990,0.137,0.00273,74.9,47.9,0.00072,0,0.0381,0.018,0.0
1398,Bulgaria,1990,8.66,0.934,4770,4760,0.0183,0.143,0.0,1.12,0.0
1399,Belarus,1990,10.3,0.209,3890,4380,0.00017,0,0.0,2.45,0.0
1400,Brazil,1990,1.39,0.0644,1500,1440,0.119,0.00128,0.0181,0.381,0.229
1401,Canada,1990,16.8,0.985,17.4k,16.2k,0.921,0.227,3.23,2.9,3.37
1402,Switzerland,1990,6.64,0.0535,8420,7450,0.384,0.304,0.0,1.92,0.0
1403,Chile,1990,2.48,0.196,1390,1230,0.0582,0,0.0,0.497,0.0
1404,China,1990,2.06,0.448,528,511,0.00951,0,0.0113,0.0959,0.118
1405,Colombia,1990,1.72,0.0483,1160,885,0.0712,0,0.102,0.282,0.706
1406,Cyprus,1990,6.08,0.0796,2570,2360,0,0,0.0,2.04,0.0
1407,Czech Republic,1990,15.9,2.88,6050,5600,0.00969,0.105,0.0,0.817,0.0
1408,Germany,1990,13.3,1.66,6960,6640,0.0189,0.166,0.163,1.61,0.0
1409,Denmark,1990,10.4,1.18,5050,5940,0.00047,0,0.547,1.76,1.15
1410,Algeria,1990,2.98,0.0256,625,537,0.00046,0,1.72,0.355,2.27
1411,Ecuador,1990,1.63,0.0,621,471,0.0418,0,0.0,0.521,1.52
1412,Egypt,1990,1.34,0.0135,747,665,0.015,0,0.119,0.423,0.811
1413,Spain,1990,5.9,0.49,3880,3540,0.0562,0.12,0.0,1.19,0.0
1414,Estonia,1990,23.7,3.56,11k,5760,0,0,0.0,2.24,0.0
1415,Finland,1990,11.4,1.05,10.9k,12.5k,0.187,0.331,0.0,2.27,0.0
1416,France,1990,7.08,0.335,7420,5990,0.0816,0.476,0.0,1.58,0.0
1417,UK,1990,10.5,1.14,5600,5360,0.00783,0.0988,0.716,1.45,1.6
1418,Greece,1990,8.16,0.788,3420,3220,0.015,0,0.0,1.57,0.0
1419,"Hong Kong, China",1990,4.74,0.959,5060,4180,0,0,0.0,1.1,0.0
1420,Croatia,1990,4.89,0.169,1830,2970,0.0724,0,0.0,0.958,0.0
1421,Hungary,1990,7.08,0.593,2740,3430,0.00147,0.114,0.0,0.893,0.0
1422,Indonesia,1990,0.829,0.0189,183,162,0.00266,0,0.211,0.175,0.41
1423,India,1990,0.707,0.126,330,273,0.00705,0.0006,0.0114,0.0663,0.0391
1424,Ireland,1990,9.38,0.986,4130,3770,0.017,0,0.0,1.26,0.0
1425,Iran,1990,3.72,0.0126,1020,951,0.00953,0,0.377,0.874,2.89
1426,Iraq,1990,2.82,0.0,1630,1290,0.0129,0,0.187,0.85,6.05
1427,Iceland,1990,8.78,0.255,17.4k,16.1k,1.42,0,0.0,2.56,0.0
1428,Israel,1990,8.06,0.533,4700,4180,60µ,0,0.0,2.0,0.0
1429,Italy,1990,7.71,0.257,3800,4140,0.0478,0,0.246,1.64,0.0818
1430,Japan,1990,9.31,0.627,7080,6810,0.0628,0.142,0.0,1.98,0.0
1431,Kazakhstan,1990,16.3,2.36,5330,5910,0.0383,0,0.32,1.32,1.57
1432,South Korea,1990,5.77,0.562,2760,2370,0.0127,0.106,0.0,1.15,0.0
1433,Kuwait,1990,18.1,0.0,8820,10.3k,0,0,1.63,1.56,22.3
1434,Sri Lanka,1990,0.221,0.0,182,151,0.0156,0,0.0,0.0736,0.0
1435,Lithuania,1990,9.69,0.216,7690,4020,0.00963,0.396,0.0,2.03,0.0
1436,Luxembourg,1990,31.1,2.88,3610,13.7k,0.0158,0,0.0,4.15,0.0
1437,Latvia,1990,7.33,0.266,2500,3400,0.145,0,0.0,1.24,0.0
1438,Morocco,1990,0.93,0.0442,388,363,0.00423,0,0.0,0.224,0.0
1439,Mexico,1990,3.78,0.0402,1400,1220,0.0239,0.00299,0.27,0.857,1.73
1440,North Macedonia,1990,7.16,0.666,2880,2600,0.0221,0,0.0,0.54,0.0
